No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Note
704,Wednesday,07-01-26,37708,36,AL-ASIFA,DPL,06-01-26,,,53.71,Fill,MARINA C,B-28,LAYER-23,12,,,APPROVED AS NOTED,DONE,2,EIDG,1,
705,Wednesday,07-01-26,37680,36,AHMED SAEED,DPL,06-01-26,,,49.47,Fill,MARINA C,B-31,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
706,Wednesday,07-01-26,37681,36,AHMED SAEED,DPL,06-01-26,,,55.105,Fill,MARINA C,B-32,LAYER-1,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
707,Wednesday,07-01-26,37684,36,AL-ASIFA,DPL,06-01-26,,,56.311,Fill,MARINA C,B-27,LAYER-28,9,,,APPROVED AS NOTED,DONE,2,EIDG,1,
708,Wednesday,07-01-26,37709,36,MOKHTAR ELSHENAWY,DPL,06-01-26,,,51.79,Fill,MARINA C,B-30,LAYER-0,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
709,Wednesday,07-01-26,37660,36,AHMED SAEED,PLATE LOAD,05-01-26,,,,Fill,MARINA C,B-32,24.62,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,
710,Wednesday,07-01-26,37693,36,MOKHTAR ELSHENAWY,DPL,06-01-26,,,56.41,Fill,MARINA C,B-30,LAYER-2,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
711,Wednesday,07-01-26,37661,36,MOKHTAR ELSHENAWY,PLATE LOAD,05-01-26,,,,Fill,MARINA C,B-28,24.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,
712,Wednesday,07-01-26,37662,36,MOKHTAR ELSHENAWY,PLATE LOAD,05-01-26,,,,Fill,MARINA C,B-28,24.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,
713,Wednesday,07-01-26,37701,36,MOKHTAR ELSHENAWY,DPL,06-01-26,,,51.72,Fill,MARINA C,B-30,LAYER-1,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
714,Monday,05-01-26,37638,36,MOKHTAR ELSHENAWY,DPL,05-01-26,,,48.53,Fill,MARINA C,B-28,LAYER-15,8,,,APPROVED AS NOTED,DONE,2,EIDG,0,
715,Monday,05-01-26,37637,36,EL-THNAA,DPL,05-01-26,,,51.75,Fill,MARINA C,B-25,LAYER-13,8,,,APPROVED AS NOTED,DONE,2,EIDG,0,
716,Sunday,04-01-26,37563,36,AL-ASIFA,DPL,03-01-26,,,53.51,Fill,MARINA C,B-28,LAYER-22,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
717,Sunday,04-01-26,37562,36,AL-ASIFA,DPL,03-01-26,,,52.085,Fill,MARINA C,B-27,LAYER-17,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
718,Sunday,04-01-26,37545,36,MOKHTAR ELSHENAWY,DPL,03-01-26,,,46.73,Fill,MARINA C,B-28,LAYER-13,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
719,Sunday,04-01-26,37544,36,EL-THNAA,DPL,03-01-26,,,54.662,Fill,MARINA C,B-25,LAYER-12,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
720,Sunday,04-01-26,37543,36,EL-THNAA,DPL,03-01-26,,,45.57,Fill,MARINA C,B-23,LAYER-6,10,,,APPROVED AS NOTED,DONE,2,EIDG,1,
721,Sunday,04-01-26,37481,36,MOKHTAR ELSHENAWY,DPL,02-01-26,,,51.9,Fill,MARINA C,B-28,LAYER-12,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,
722,Saturday,03-01-26,37414,36,EL-THNAA,PLATE LOAD,30-12-25,,,,Fill,MARINA C,B-23,19.25,1,,,APPROVED AS NOTED,DONE,5,CEL,4,
723,Saturday,03-01-26,37413,36,EL-THNAA,PLATE LOAD,30-12-25,,,,Fill,MARINA C,B-23,19.25,1,,,APPROVED AS NOTED,DONE,5,CEL,4,
724,Saturday,03-01-26,37412,36,EL-THNAA,PLATE LOAD,30-12-25,,,,Fill,MARINA C,B-23,19.25,1,,,APPROVED AS NOTED,DONE,5,CEL,4,
725,Saturday,03-01-26,37472,36,EL-THNAA,DPL,01-01-26,,,38.314,Fill,MARINA C,B-23,LAYER-6,6,,,REVISE,DONE,2,EIDG,2,
726,Saturday,03-01-26,37465,36,U-MARK,DPL,01-01-26,,,86.41,Fill,MARINA C,B-12,LAYER-20,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
727,Saturday,03-01-26,37464,36,EL-THNAA,DPL,01-01-26,,,48.09,Fill,MARINA C,B-25,LAYER-11,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
728,Saturday,03-01-26,37463,36,AL-ASIFA,DPL,01-01-26,,,51.011,Fill,MARINA C,B-27,LAYER-16,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
729,Saturday,03-01-26,37462,36,AL-ASIFA,DPL,01-01-26,,,51.442,Fill,MARINA C,B-28,LAYER-21,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
730,Saturday,03-01-26,37461,36,MOKHTAR ELSHENAWY,DPL,01-01-26,,,51.37,Fill,MARINA C,B-28,LAYER-9,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,
731,Saturday,03-01-26,37460,36,El-BATAL,DPL,28-12-25,,,62.318,Fill,MARINA C,BH-6,LAYER-17,3,,,APPROVED AS NOTED,DONE,2,EIDG,6,
732,Saturday,03-01-26,37459,36,El-BATAL,DPL,31-12-25,,,49.39,Fill,MARINA C,B-15,LAYER-21,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,
733,Saturday,03-01-26,37458,36,El-BATAL,DPL,31-12-25,,,43.35,Fill,MARINA C,B-15,LAYER-21,3,,,APPROVED AS NOTED,DONE,2,EIDG,3,
734,Saturday,03-01-26,37457,36,El-BATAL,DPL,31-12-25,,,46.45,Fill,MARINA C,B-13,LAYER-21,3,,,APPROVED AS NOTED,DONE,2,EIDG,3,
735,Saturday,03-01-26,37456,36,El-BATAL,DPL,28-12-25,,,57.45,Fill,MARINA C,BH-5,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,6,
736,Saturday,03-01-26,37455,36,El-BATAL,DPL,28-12-25,,,51.134,Fill,MARINA C,BH-7,LAYER-18,2,,,APPROVED AS NOTED,DONE,2,EIDG,6,
737,Saturday,03-01-26,37454,36,MOKHTAR ELSHENAWY,DPL,31-12-25,,,47.403,Fill,MARINA C,B-28,LAYER-10,8,,,APPROVED AS NOTED,DONE,2,EIDG,3,
738,Saturday,03-01-26,37453,36,El-BATAL,DPL,31-12-25,,,52.83,Fill,MARINA C,BH-7,LAYER-21,2,,,APPROVED AS NOTED,DONE,2,EIDG,3,
739,Saturday,03-01-26,37429,36,El-BATAL,DPL,31-12-25,,,44.92,Fill,MARINA C,BH-7,LAYER-19,2,,,APPROVED AS NOTED,DONE,2,EIDG,3,
740,Saturday,03-01-26,37428,36,El-BATAL,DPL,31-12-25,,,59.44,Fill,MARINA C,BH-6,LAYER-18,2,,,APPROVED AS NOTED,DONE,2,EIDG,3,
741,Saturday,03-01-26,37427,36,El-BATAL,DPL,31-12-25,,,47.51,Fill,MARINA C,BH-5,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,3,
742,Monday,05-01-26,37612,36,MOKHTAR ELSHENAWY,SOIL,14-12-25,A-4,40.60%,,Bottom of excavation,MARINA C,B-28,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,22,
743,Monday,05-01-26,37604,36,AL-ASIFA,SOIL,13-12-25,A-2-4,14.90%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,23,
744,Monday,05-01-26,37603,36,AL-ASIFA,SOIL,13-12-25,A-2-4,15.10%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,23,
745,Monday,05-01-26,37602,36,AL-ASIFA,SOIL,13-12-25,A-2-4,14.60%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,23,
746,Monday,05-01-26,37601,36,EL-THNAA,SOIL,05-12-25,A-4,46.80%,,Bottom of excavation,MARINA C,B-23,,1,Sieve analysis,,APPROVED AS NOTED,DONE,3,EIDG,31,
747,Monday,05-01-26,37588,36,AL-ASIFA,SOIL,06-12-25,A-2-4,24.20%,,Bottom of excavation,MARINA C,B-27,,1,Sieve analysis,,APPROVED AS NOTED,DONE,3,EIDG,30,
748,Monday,05-01-26,37567,36,MOKHTAR ELSHENAWY,DPL,04-01-26,,,52.69,Fill,MARINA C,B-28,LAYER-14,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
749,Monday,05-01-26,37575,36,EL-THNAA,DPL,04-01-26,,,57.711,Fill,MARINA C,B-23,LAYER-7,11,,,APPROVED AS NOTED,DONE,2,EIDG,1,
750,Sunday,04-01-26,37507,36,MOKHTAR ELSHENAWY,PLATE LOAD,31-12-25,,,,Fill,MARINA C,B-28,20.85,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,
751,Sunday,04-01-26,37515,36,MOKHTAR ELSHENAWY,PLATE LOAD,31-12-25,,,,Fill,MARINA C,B-28,21.8,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,
752,Sunday,04-01-26,37524,36,MOKHTAR ELSHENAWY,PLATE LOAD,31-12-25,,,,Fill,MARINA C,B-28,21.8,1,,,APPROVED AS NOTED,DONE,6,CEDC,4,
753,Sunday,04-01-26,37525,36,MOKHTAR ELSHENAWY,PLATE LOAD,31-12-25,,,,Fill,MARINA C,B-28,21.8,1,,,APPROVED AS NOTED,DONE,6,CEDC,4,
754,Saturday,10-01-26,37800,36,EL-THNAA,DPL,09-01-26,,,48.89,Fill,MARINA C,B-25,LAYER-14,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
755,Saturday,10-01-26,37798,36,AHMED SAEED,DPL,09-01-26,,,51.76,Fill,MARINA C,B-32,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
756,Saturday,10-01-26,37789,36,AHMED SAEED,DPL,09-01-26,,,44.7,Fill,MARINA C,B-31,LAYER-4,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
757,Saturday,10-01-26,37788,36,MOKHTAR ELSHENAWY,DPL,09-01-26,,,45.78,Fill,MARINA C,B-30,LAYER-5,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
758,Saturday,10-01-26,37732,36,AHMED SAEED,DPL,08-01-26,,,57.12,Fill,MARINA C,B-31,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
759,Saturday,10-01-26,37751,36,AHMED SAEED,DPL,08-01-26,,,54.116,Fill,MARINA C,B-31,LAYER-3,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
760,Saturday,10-01-26,37747,36,MOKHTAR ELSHENAWY,DPL,08-01-26,,,59.303,Fill,MARINA C,B-30,LAYER-17,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
761,Saturday,10-01-26,37746,36,MOKHTAR ELSHENAWY,DPL,08-01-26,,,53.83,Fill,MARINA C,B-28,LAYER-17,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
762,Saturday,10-01-26,37745,36,AHMED SAEED,DPL,08-01-26,,,57.12,Fill,MARINA C,B-32,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
763,Saturday,10-01-26,37729,36,AHMED SAEED,DPL,07-01-26,,,50.75,Fill,MARINA C,B-31,LAYER-2,7,,,APPROVED AS NOTED,DONE,2,EIDG,3,
764,Saturday,10-01-26,37728,36,MOKHTAR ELSHENAWY,DPL,07-01-26,,,45.61,Fill,MARINA C,B-30,LAYER-3,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,
765,Saturday,10-01-26,37727,36,MOKHTAR ELSHENAWY,DPL,07-01-26,,,48.83,Fill,MARINA C,B-28,LAYER-16,7,,,APPROVED AS NOTED,DONE,2,EIDG,3,
766,Tuesday,13-01-26,37920,36,EL-THNAA,SOIL,07-01-26,A-2-4,20.20%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,6,
767,Tuesday,13-01-26,37918,36,EL-THNAA,SOIL,07-01-26,A-2-4,17.20%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,6,
768,Tuesday,13-01-26,37955,36,AHMED SAEED,SOIL,06-01-26,A-2-4,16.40%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,7,
769,Tuesday,13-01-26,37940,36,EL-THNAA,SOIL,07-01-26,A-2-4,21.60%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,2,EIDG,6,
770,Tuesday,13-01-26,37928,36,MOKHTAR ELSHENAWY,SOIL,04-01-26,A-3,1.60%,,Bottom of excavation,MARINA C,B-30,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,9,
771,Tuesday,13-01-26,37900,36,MOKHTAR ELSHENAWY,DPL,12-01-26,,,42.5,Fill,MARINA C,B-30,LAYER-8,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
772,Tuesday,13-01-26,37909,36,EL-THNAA,DPL,12-01-26,,,48.97,Fill,MARINA C,B-23,LAYER-9,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
773,Tuesday,13-01-26,37910,36,AHMED SAEED,DPL,12-01-26,,,46.11,Fill,MARINA C,B-32,LAYER-4,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
774,Tuesday,13-01-26,37896,36,EL-THNAA,PLATE LOAD,11-01-26,,,,Fill,MARINA C,B-35,26.5,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,
775,Monday,12-01-26,37866,36,AHMED SAEED,DPL,11-01-26,,,45.62,Fill,MARINA C,B-31,LAYER-6,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
776,Monday,12-01-26,37862,36,AHMED SAEED,DPL,11-01-26,,,44.069,Fill,MARINA C,B-32,LAYER-3,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
777,Monday,12-01-26,37861,36,MOKHTAR ELSHENAWY,DPL,11-01-26,,,51.266,Fill,MARINA C,B-28,LAYER-19,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
778,Monday,12-01-26,37892,36,MOKHTAR ELSHENAWY,DPL,11-01-26,,,47.66,Fill,MARINA C,B-30,LAYER-7,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
779,Monday,12-01-26,37870,36,EL-THNAA,DPL,11-01-26,,,49.74,Fill,MARINA C,B-25,LAYER-15,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
780,Monday,12-01-26,37831,36,AHMED SAEED,DPL,10-01-26,,,47.227,Fill,MARINA C,B-32,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
781,Monday,12-01-26,37812,36,MOKHTAR ELSHENAWY,DPL,10-01-26,,,53.85,Fill,MARINA C,B-30,LAYER-6,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
782,Monday,12-01-26,37811,36,MOKHTAR ELSHENAWY,DPL,10-01-26,,,46.14,Fill,MARINA C,B-28,LAYER-18,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
783,Monday,12-01-26,37803,36,EL-THNAA,DPL,10-01-26,,,51.619,Fill,MARINA C,B-23,LAYER-5,11,,,APPROVED AS NOTED,DONE,2,EIDG,2,
784,Monday,12-01-26,37802,36,AHMED SAEED,DPL,10-01-26,,,50.42,Fill,MARINA C,B-31,LAYER-5,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
785,Monday,12-01-26,37845,36,MOKHTAR ELSHENAWY,PLATE LOAD,09-01-26,,,,Fill,MARINA C,B-30,23.2,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,
786,Monday,12-01-26,37846,36,AHMED SAEED,PLATE LOAD,09-01-26,,,,Fill,MARINA C,B-31,19.7,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,
787,Monday,12-01-26,37860,36,AHMED SAEED,PLATE LOAD,09-01-26,,,,Fill,MARINA C,B-31,34.25,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,3,
788,Thursday,15-01-26,37988,36,EL-THNAA,DPL,13-01-26,,,47.07,Fill,MARINA C,B-23,LAYER-5,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
789,Thursday,15-01-26,37987,36,MOKHTAR ELSHENAWY,DPL,13-01-26,,,44.32,Fill,MARINA C,B-30,LAYER-9,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
790,Thursday,15-01-26,37986,36,MOKHTAR ELSHENAWY,DPL,13-01-26,,,44.77,Fill,MARINA C,B-28,LAYER-20,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
791,Thursday,15-01-26,37985,36,AHMED SAEED,DPL,13-01-26,,,47.85,Fill,MARINA C,B-32,LAYER-5,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
792,Thursday,15-01-26,37984,36,AHMED SAEED,DPL,13-01-26,,,46.69,Fill,MARINA C,B-31,LAYER-7,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
793,Sunday,18-01-26,55033,36,AHMED SAEED,DPL,16-01-26,,,45.58,Fill,MARINA C,B-31,LAYER-10,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
794,Sunday,18-01-26,55034,36,MOKHTAR ELSHENAWY,DPL,16-01-26,,,53.77,Fill,MARINA C,B-30,LAYER-12,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,
795,Sunday,18-01-26,55035,36,AHMED SAEED,DPL,15-01-26,,,51.544,Fill,MARINA C,B-31,LAYER-9,3,,,APPROVED AS NOTED,DONE,2,EIDG,3,
796,Sunday,18-01-26,55036,36,MOKHTAR ELSHENAWY,DPL,15-01-26,,,42.984,Fill,MARINA C,B-28,LAYER-22,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,
797,Sunday,18-01-26,55037,36,AHMED SAEED,DPL,15-01-26,,,57.76,Fill,MARINA C,B-32,LAYER-22,3,,,APPROVED AS NOTED,DONE,2,EIDG,3,
798,Sunday,18-01-26,55039,36,AHMED SAEED,DPL,14-01-26,,,52.01,Fill,MARINA C,B-31,LAYER-8,3,,,APPROVED AS NOTED,DONE,2,EIDG,4,
799,Sunday,18-01-26,55038,36,MOKHTAR ELSHENAWY,DPL,15-01-26,,,52.078,Fill,MARINA C,B-30,LAYER-11,5,,,APPROVED AS NOTED,DONE,2,EIDG,3,
800,Sunday,18-01-26,55040,36,AHMED SAEED,DPL,15-01-26,,,51.54,Fill,MARINA C,B-31,LAYER-9,3,,,APPROVED AS NOTED,DONE,2,EIDG,3,
801,Sunday,18-01-26,55041,36,AHMED SAEED,DPL,14-01-26,,,49.98,Fill,MARINA C,B-32,LAYER-5,2,,,APPROVED AS NOTED,DONE,2,EIDG,4,
802,Sunday,18-01-26,55042,36,MOKHTAR ELSHENAWY,DPL,14-01-26,,,48.312,Fill,MARINA C,B-28,LAYER-21,6,,,APPROVED AS NOTED,DONE,2,EIDG,4,
803,Sunday,18-01-26,55043,36,MOKHTAR ELSHENAWY,DPL,14-01-26,,,45.42,Fill,MARINA C,B-30,LAYER-10,4,,,APPROVED AS NOTED,DONE,2,EIDG,4,
804,Sunday,18-01-26,55155,36,MOKHTAR ELSHENAWY,DPL,18-01-26,,,45.32,Fill,MARINA C,B-30,LAYER-14,3,,,APPROVED AS NOTED,DONE,2,EIDG,0,
805,Sunday,18-01-26,55140,36,AHMED SAEED,DPL,18-01-26,,,52.167,Fill,MARINA C,B-32,LAYER-9,4,,,APPROVED AS NOTED,DONE,2,EIDG,0,
806,Sunday,18-01-26,55153,36,AHMED SAEED,DPL,18-01-26,,,55.39,Fill,MARINA C,B-31,LAYER-12,4,,,APPROVED AS NOTED,DONE,2,EIDG,0,
807,Sunday,18-01-26,55152,36,EL-THNAA,DPL,18-01-26,,,47.57,Fill,MARINA C,B-25,LAYER-17,4,,,APPROVED AS NOTED,DONE,2,EIDG,0,
808,Sunday,18-01-26,55054,36,MOKHTAR ELSHENAWY,PLATE LOAD,13-01-26,,,,Fill,MARINA C,B-28,26.8,1,,,APPROVED AS NOTED,DONE,6,CEDC,5,
809,Sunday,18-01-26,55053,36,MOKHTAR ELSHENAWY,PLATE LOAD,13-01-26,,,,Fill,MARINA C,B-28,26.8,1,,,APPROVED AS NOTED,DONE,6,CEDC,5,
810,Wednesday,21-01-26,55267,36,MOKHTAR ELSHENAWY,DPL,20-01-26,,,49.97,Fill,MARINA C,B-30,LAYER-16,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
811,Wednesday,21-01-26,55268,36,AHMED SAEED,DPL,20-01-26,,,47.23,Fill,MARINA C,B-32,LAYER-11,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
812,Saturday,24-01-26,55338,36,AHMED SAEED,DPL,21-01-26,,,50.85,Fill,MARINA C,B-31,LAYER-15,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,
813,Saturday,24-01-26,55335,36,AHMED SAEED,DPL,21-01-26,,,45.46,Fill,MARINA C,B-31,LAYER-14,3,,,APPROVED AS NOTED,DONE,2,EIDG,3,
814,Saturday,24-01-26,55336,36,MOKHTAR ELSHENAWY,DPL,21-01-26,,,35.95,Fill,MARINA C,B-35,LAYER-0,2,,,REVISE,DONE,2,EIDG,3,
815,Saturday,24-01-26,55337,36,MOKHTAR ELSHENAWY,DPL,21-01-26,,,39.27,Fill,MARINA C,B-33,LAYER-0,2,,,REVISE,DONE,2,EIDG,3,
816,Saturday,24-01-26,55301,36,AHMED SAEED,DPL,22-01-26,,,47.39,Fill,MARINA C,B-31,LAYER-15,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
817,Saturday,24-01-26,55302,36,MOKHTAR ELSHENAWY,DPL,22-01-26,,,49.02,Fill,MARINA C,B-36,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
818,Saturday,24-01-26,55303,36,AHMED SAEED,DPL,22-01-26,,,48.57,Fill,MARINA C,B-32,LAYER-13,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
819,Saturday,24-01-26,55304,36,MOKHTAR ELSHENAWY,DPL,22-01-26,,,47.25,Fill,MARINA C,B-36,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
820,Saturday,24-01-26,55305,36,MOKHTAR ELSHENAWY,DPL,22-01-26,,,50.98,Fill,MARINA C,B-36,LAYER-0,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
821,Saturday,24-01-26,55306,36,EL-THNAA,DPL,22-01-26,,,56.95,Fill,MARINA C,B-25,LAYER-18,9,,,APPROVED AS NOTED,DONE,2,EIDG,2,
822,Saturday,24-01-26,55339,36,AHMED SAEED,DPL,21-01-26,,,51.19,Fill,MARINA C,B-32,LAYER-12,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,
823,Sunday,25-01-26,55346,36,AHMED SAEED,DPL,23-01-26,,,46.89,Fill,MARINA C,B-32,LAYER-14,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
824,Sunday,25-01-26,55347,36,MOKHTAR ELSHENAWY,DPL,23-01-26,,,46.65,Fill,MARINA C,B-34,LAYER-0,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
825,Sunday,25-01-26,55348,36,AHMED SAEED,DPL,23-01-26,,,48.037,Fill,MARINA C,B-31,LAYER-16,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
826,Sunday,25-01-26,55349,36,MOKHTAR ELSHENAWY,DPL,23-01-26,,,46.89,Fill,MARINA C,B-36,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
827,Monday,19-01-26,55164,36,EL-THNAA,PLATE LOAD,18-01-26,,,,Fill,MARINA C,BH-23,21.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,
828,Monday,19-01-26,55163,36,EL-THNAA,PLATE LOAD,18-01-26,,,,Fill,MARINA C,BH-23,21.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,
829,Tuesday,20-01-26,55192,36,MOKHTAR ELSHENAWY,DPL,19-01-26,,,43.73,Fill,MARINA C,B-32,LAYER-10,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
830,Tuesday,20-01-26,55191,36,EL-THNAA,DPL,19-01-26,,,45.86,Fill,MARINA C,B-23,LAYER-11,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
831,Tuesday,20-01-26,55190,36,AHMED SAEED,DPL,19-01-26,,,45.38,Fill,MARINA C,B-31,LAYER-13,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
832,Tuesday,20-01-26,55189,36,AHMED SAEED,DPL,19-01-26,,,43.15,Fill,MARINA C,B-30,LAYER-15,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
833,Sunday,18-01-26,55097,36,AHMED SAEED,PLATE LOAD,13-01-26,,,,Fill,MARINA C,B-32,23.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,5,
834,Sunday,18-01-26,55099,36,U-MARK,PLATE LOAD,16-01-26,,,,Fill,MARINA C,B-12,28.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,
835,Sunday,18-01-26,55100,36,AHMED SAEED,PLATE LOAD,16-01-26,,,,Fill,MARINA C,B-31,22.4,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,
836,Sunday,18-01-26,55125,36,EL-THNAA,DPL,17-01-26,,,,Fill,MARINA C,B-23,LAYER-10,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
837,Sunday,18-01-26,55127,36,AHMED SAEED,DPL,17-01-26,,,47.78,Fill,MARINA C,B-32,LAYER-8,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
838,Sunday,18-01-26,55126,36,MOKHTAR ELSHENAWY,DPL,17-01-26,,,46.16,Fill,MARINA C,B-30,LAYER-13,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
839,Sunday,18-01-26,55128,36,AHMED SAEED,DPL,17-01-26,,,49.36,Fill,MARINA C,B-31,LAYER-11,3,,,REVISE,DONE,2,EIDG,1,
840,Monday,26-01-26,55350,36,MOKHTAR ELSHENAWY,DPL,24-01-26,,,53.87,Fill,MARINA C,B-33,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
841,Monday,26-01-26,55358,36,MOKHTAR ELSHENAWY,DPL,24-01-26,,,48.54,Fill,MARINA C,B-34,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
842,Monday,26-01-26,55364,36,MOKHTAR ELSHENAWY,DPL,24-01-26,,,45.21,Fill,MARINA C,B-35,LAYER-1,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
843,Monday,26-01-26,55366,36,AHMED SAEED,DPL,24-01-26,,,46.07,Fill,MARINA C,B-31,LAYER-17,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
844,Monday,26-01-26,55378,36,MOKHTAR ELSHENAWY,DPL,24-01-26,,,53.302,Fill,MARINA C,B-34,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
845,Monday,26-01-26,55400,36,AHMED SAEED,DPL,25-01-26,,,44.79,Fill,MARINA C,B-31,LAYER-19,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
