No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Required Quantity
479,Tuesday,01-09-26,64702,36, Abnaa Khalifa ,PLATE LOAD,30-08-26,,,,Fill,C-A,BH-13-5,M 135-138-139,46.1,1,,,REVISE,DONE,3,BONYAN MISR,2,,,
480,Tuesday,01-09-26,64713,36, Abnaa Khalifa ,PLATE LOAD,30-08-26,,,,Fill,C-A,BH-13-5,M 135-138-139,46.1,1,,,REVISE,DONE,3,BONYAN MISR,2,,,
481,Tuesday,01-09-26,64710,36, Abnaa Khalifa ,PLATE LOAD,31-08-26,,,,Fill,C-A,BH-13-5,M 135-138-139,46.1,1,,5471,REVISE,DONE,5,CEL,1,,,
482,Tuesday,01-09-26,64708,36, Abnaa Khalifa ,PLATE LOAD,30-08-26,,,,Fill,C-A,BH-13-5,M 135-138-139,46.1,1,,5471,REVISE,DONE,3,BONYAN MISR,2,,,
483,Tuesday,01-09-26,64655,36, Abnaa Khalifa ,DPL,31-08-26,,,47.22,Fill,C-A,BH-13-5,M 132-133,LAYER-5,9,,4118,APPROVED AS NOTED,DONE,2,EIDG,1,,,
484,Wednesday,02-09-26,64796,36, Abnaa Khalifa ,PLATE LOAD,01-09-26,,,,Fill,C-A,BH-13-5,M 132-133,45.75,1,,4118,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,
485,Wednesday,02-09-26,64795,36, Abnaa Khalifa ,PLATE LOAD,01-09-26,,,,Fill,C-A,BH-13-5,M 132-133,45.75,1,,4118,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,
486,Wednesday,02-09-26,64742,36, Abnaa Khalifa ,DPL,01-09-26,,,50.58,Fill,C-A,BH-13-5,M 136,LAYER-4,5,,2325,APPROVED AS NOTED,DONE,2,EIDG,1,,,
487,Wednesday,02-09-26,64782,36, Abnaa Khalifa ,SOIL,01-09-26,A-2-4,29.20%,,Bottom of excavation,C-A,BH-13-5,M 140,LAYER-0,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
488,Wednesday,02-09-26,64782,36, Abnaa Khalifa ,DPL,01-09-26,,,47.64,Bottom of excavation,C-A,BH-13-5,M 140,LAYER-0,2,,644,APPROVED AS NOTED,DONE,2,EIDG,1,,,
489,Tuesday,01-09-26,64617,36, Al Qahira ,DPL,30-08-26,,,51,Fill,C-A,BH-14-1,M 184,LAYER-2,5,,2165,APPROVED AS NOTED,DONE,2,EIDG,2,,,
490,Wednesday,02-09-26,64770,36, Al Qahira ,DPL,01-09-26,,,48.21,Fill,C-A,BH-14-1,M 181,LAYER-2,4,,1642,APPROVED AS NOTED,DONE,2,EIDG,1,,,
491,Tuesday,01-09-26,64619,36, Al Qahira ,DPL,30-08-26,,,51.69,Fill,C-A,BH-14-1,M 181,LAYER-1,3,,1642,APPROVED AS NOTED,DONE,2,EIDG,2,,,
492,Wednesday,02-09-26,64785,36, Al Qahira ,DPL,01-09-26,,,45.98,Fill,C-A,BH-14-1,M 127,LAYER-1,5,,2346,APPROVED AS NOTED,DONE,2,EIDG,1,,,
493,Tuesday,01-09-26,64670,36, Al Qahira ,DPL,31-08-26,,,44.47,Fill,C-A,BH-14-1,M 124,LAYER-4,4,,2025,APPROVED AS NOTED,DONE,2,EIDG,1,,,
494,Tuesday,01-09-26,64618,36, Al Qahira ,DPL,30-08-26,,,46.68,Fill,C-A,BH-14-1,M 124,LAYER-3,4,,2025,APPROVED AS NOTED,DONE,2,EIDG,2,,,
495,Tuesday,01-09-26,64598,36, Al Qahira ,DPL,30-08-26,,,46.8,Fill,C-A,BH-14-1,M 124,LAYER-2,4,,1860,APPROVED AS NOTED,DONE,2,EIDG,2,,,
496,Tuesday,01-09-26,64594,36, Al Omraniya ,SOIL,30-08-26,A-4,51.00%,,Bottom of excavation,C-A,BH-14-3,M 156,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
497,Tuesday,01-09-26,64674,36, Al Omraniya ,DPL,31-08-26,,,48.54,Fill,C-A,BH-14-3,M 146-147,LAYER-2,8,,3588,APPROVED AS NOTED,DONE,2,EIDG,1,,,
498,Wednesday,02-09-26,64750,36, Al Omraniya ,DPL,01-09-26,,,46.37,Fill,C-A,BH-14-3,M 146-147,LAYER-3,8,,3775,APPROVED AS NOTED,DONE,2,EIDG,1,,,
